,Tweet,User,createdTime,label
210,"['speed', 'limit', 'board', 'road', ""'ve"", 'seen', 'charg', 'without', 'knowledg', 'speed', 'limit', 'road', 'fair', 'correct', 'display', 'speed', 'limit', 'would', 'cross', 'correct', ""'m"", 'wrong']",b'princechowdary',2020-10-04 13:06:07,police
211,"[""'s"", 'good', 'decis']",b'MNR90266854',2020-10-04 13:00:40,police
212,"['true.', 'pic', 'cercul', 'via', 'social', 'media']",b'MirzaMohammed32',2020-10-04 12:49:25,police
213,"['ignor', 'pillion', 'rider', 'helmet..', 'illeg', '...']",b'Manesachin1514',2020-10-04 12:49:05,police
214,"['chaderghat', 'bridg', 'time-', '4:12pm', 'date-', '4th', 'oct', '2020.', 'whose', 'guess', 'politician', 'that', 'reason', 'take', 'action', 'rule', 'number', 'plate', 'tint', 'glass', 'know', 'u', 'ppl', 'cant', 'anyth', 'still', 'tri']",b'aj_de_roker',2020-10-04 12:37:59,police
215,"['two', 'two', 'separ', 'incid']",b'RachakondaCop',2020-10-04 12:37:08,police
216,"['unauthoris', 'way', 'number', 'plate', 'locat', 'bathukaamma', 'ghat', 'bu', 'stop', 'time', ':5:30.', 'pleas', 'track', 'take', 'action', 'sir']",b'DharmBhakt',2020-10-04 12:36:15,police
217,"[""'s"", 'non', 'cogniz', 'offenc', 'file', 'crimin', 'defam', 'court']",b'Mynation_ap',2020-10-04 12:28:28,police
218,"['oka', 'manchi', 'panniki', 'rule', 'break', 'chesadu.w', 'appreci', 'help', 'candid', 'time', 'attend', 'exam', 'time', 'dept', 'scold', 'follow', 'wear', 'helmet', 'pillon', 'rider']",b'Santhosh19191',2020-10-04 12:23:49,police
219,"['htp', 'offic', 'wish', 'upsc', 'aspir', 'good', 'luck', '...', 'care', 'all..']",b'AddlCPTrHyd',2020-10-04 12:03:35,police
220,"['dear', 'team', 'pl', ""n't"", 'remov', 'secur', 'road', 'blocker', 'road', 'peopl', 'day', 'drive', 'crazi', 'irrespons', 'roads.onli', 'way', 'stop', 'road', 'blocker', 'stand', 'increas', 'count', 'well']",b'Daniel_Joshua11',2020-10-04 11:58:01,police
221,"['sir', 'guy', 'park', 'bike', 'tamper', 'plate', 'front', 'lucki', 'restur', 'santhosh', 'nagar', 'pl', 'award', 'challan', '2nd', 'pic', 'bike', 'front', 'plate']",b'pjonnada',2020-10-04 11:34:51,police
222,"['sir', 'depal', 'susmith', '1st', 'pic', 'bike', 'number', 'stay', 'jadcherla', 'mahabubnagar', 'district', '2day', 'got', 'challen', 'name', 'fals', 'travel', 'vikarabad', 'one', 'bike.2nd', 'pic', 'abt', 'challen', 'pl', 'solv', 'issu']",b'brighty7',2020-10-04 11:33:17,police
223,"['today', ""'s"", 'time', 'guess', 'nobodi', 'bother', 'challan', 'peopl', 'enough', 'pay', 'view', 'enjoy', 'instead', 'punish', 'like', 'ever', ""n't"", 'follow', 'rule', 'make', 'earn', 'challan', 'jail', 'time', 'may', ""'s"", 'stringent', 'action', 'much', 'need']",b'prasad_cmv',2020-10-04 11:32:28,police
224,"['great', 'job', 'realli', 'appreci']",b'RajendharRJ',2020-10-04 11:27:56,police
225,"['nation', 'cyber', 'secur', 'awar', 'month', 'ncsam']",b'InfoSecAwa',2020-10-04 11:05:15,police
226,"['sir', 'request', 'pleas', 'monitor', 'car', 'park', 'nuisanc', 'jubile', 'hill', '36', 'road', 'near', 'kia', 'motor']",b'amritam9',2020-10-04 11:03:42,police
227,"['request', 'pleas', 'add', 'plastic', 'speed', 'breaker', 'amp', 'speed', 'limit', 'board', 'nagol', 'mettuguda', 'amp', 'mettuguda', 'nagol', 'rash', 'drive', 'time', 'vechil', 'accid', 'human', 'amp', 'anim', 'die', 'hope', 'u', 'take', 'action', 'soon', 'possibl']",b'HSrinivassarma',2020-10-04 10:56:07,police
228,"['audic', 'question', 'govern', 'ghmc..', 'ever', 'seen', 'complain', 'bad', 'road', 'drinages..', 'rain', 'take', 'municip', 'work', 'along', 'traffic', 'work', 'instead', 'questioning..', 'domin', 'common', 'helpless', 'peopl']",b'SrinitheSrini',2020-10-04 10:47:37,police
229,"['sir', ""'s"", 'fake', 'pleas', ""n't"", 'spread', 'believ', 'rumor', 'without', 'offici', 'authent']",b'HYDTP',2020-10-04 10:47:36,police
230,"['could', 'pleas', 'confirm', 'challan', 'implement']",b'primetime_hyd',2020-10-04 10:39:57,police
231,"['true..', 'check', 'traffic', 'cop', 'timelin', 'tweet', ""n't"", 'find', 'singl', 'tweet', '``', 'good', 'road', ""''"", '``', 'lorri', 'disciplin', ""''"", 'daili', 'tweet', 'helmet', 'guidelin', '2', 'wheeler']",b'amarperla',2020-10-04 10:39:38,police
232,"['hatsoff', 'team']",b'vijayfinds',2020-10-04 10:34:47,police
233,"['even', 'kid', 'check', 'safeti', 'danc', 'safeti', 'first', 'prioriti', 'social', 'media', ""n't"", 'share', 'person', 'info', 'social', 'media/whil', 'drive', 'seat', 'belt', 'must']",b'ravan24_24',2020-10-04 10:32:31,police
234,"['think', 'polic', 'focu', 'law', 'order..']",b'ramkumar_mv',2020-10-04 10:22:07,police
235,"['polic', 'personnel', 'work', 'twin', 'citi', 'extend', 'servic', 'needi', 'public', 'especi', 'candid', 'apear', 'competit', 'exam', 'like', '4.10.2020', 'day', 'fix', 'csat', 'prelim', 'exami', 'salut', 'polic']",b'PurmaVenkatesh3',2020-10-04 10:19:14,police
236,"['somuch', 'public', 'everi', 'one', 'come', 'want', 'see']",b'InsuranceVasu',2020-10-04 10:16:50,police
237,"['appreci', 'help', 'time', 'gestur']",b'kshrikant',2020-10-04 10:15:38,police
238,"[""'s"", 'hyderabad', 'polic', 'super']",b'vardhan408',2020-10-04 10:10:00,police
239,"['even', 'kid', 'check', 'safeti', 'danc', 'safeti', 'first', 'prioriti', 'social', 'media', ""n't"", 'share', 'person', 'info', 'social', 'media/whil', 'drive', 'seat', 'belt']",b'ravan24_24',2020-10-04 10:05:54,police
240,"['nation', 'cyber', 'secur', 'awar', 'month', 'ncsam']",b'InfoSecAwa',2020-10-04 09:25:23,police
241,"['pavilion', 'pillion']",b'HassanShahzaad1',2020-10-04 09:24:36,police
242,"['fine', 'much']",b'RaviKum57760623',2020-10-04 09:05:09,police
243,"['pleas', 'look', 'sir..']",b'SP_Nalgonda',2020-10-04 09:03:45,police
244,"['great', 'move', 'taken']",b'PrinceM12090204',2020-10-04 09:02:30,police
245,"['wrong', 'rout', 'drive', 'without', 'helmet', 'saidabad', 'x', 'road', '10/07/2020', '17:57hr', 'vehicl', 'number', 'ts', '12', 'ee', '7246']",b'srikaithi',2020-10-04 09:01:53,police
246,"['tripl', 'drive', 'without', 'helmet', '14:16', '04', 'oct', '2020', 'bridg', 'bala', 'nagar', 'road']",b'Nadeem809809',2020-10-04 08:59:55,police
247,"['wrong', 'rout', 'drive', 'without', 'helmet', 'shivaji', 'bridg', 'near', 'mgb', '09/09/2020', '10:46hr', 'vehicl', 'number', 'ap29bp8242']",b'srikaithi',2020-10-04 08:54:25,police
248,"['wrong', 'rout', 'drive', 'without', 'helmet', 'shivaji', 'bridg', 'near', 'mgb', '30/09/2020', '10:43hr', 'vehicl', 'number', 'ts11el2560']",b'srikaithi',2020-10-04 08:46:37,police
249,['appreci'],b'AhmedYousufM',2020-10-04 08:40:06,police
250,"['one', 'snatcher', 'help', 'public', '3', 'civilian', 'nab', 'chain', 'snatcher']",b'RachakondaCop',2020-10-04 08:33:08,police
251,"['covid', 'time', 'safeti', 'purpos', 'carri', 'daughter', 'age', 'around', '15', 'year', 'aadhar', 'center', 'biometr', 'gradat', 'fine', 'rs', '1235', 'trippl', 'ride', 'sir', 'justifi', 'covid', 'time']",b'anil679',2020-10-04 08:25:17,police
252,"['pleas', 'share', 'fine', 'detail', '...', 'verifi']",b'SP_Nalgonda',2020-10-04 08:21:43,police
253,"['polic', 'relat', 'vehicl', 'without', 'helmet', 'near', 'esi', 'metro', 'station', '04/10/2020', 'today', 'time', '11:28am']",b'NVNAGARJUNA',2020-10-04 08:15:06,police
254,"['nation', 'cyber', 'secur', 'awar', 'month', 'ncsam']",b'InfoSecAwa',2020-10-04 08:09:22,police
255,"['good', 'job', 'respect', 'sir', 'pleas', 'look', 'purana', 'pool', 'shiwala', 'ghat', 'road', 'auto', 'wala', 'occupi', 'whole', 'road', 'fear', 'captur', 'photo']",b'kondam_babu',2020-10-04 07:24:53,police
256,"['nation', 'cyber', 'secur', 'awar', 'month', 'ncsam']",b'InfoSecAwa',2020-10-04 07:21:47,police
257,"['good', 'job', 'sir']",b'atreddy_2100',2020-10-04 07:21:01,police
258,"['sir', 'pl', 'dm', 'contact', 'detail']",b'RachakondaCop',2020-10-04 07:14:16,police
259,"['challan', 'fine..', 'take', 'respons', 'accid', 'stop', 'sir', 'post', 'personnel', 'prevent', 'best', 'solut']",b'sashankkv',2020-10-04 07:00:44,police
260,"['thank', 'amp', 'appreci', '...']",b'MdYaseen',2020-10-04 06:58:35,police
261,"['good', 'decis']",b'chinnisurya',2020-10-04 06:56:10,police
262,"['one', 'snatcher', 'help', 'public', '3', 'civilian', 'nab', 'chain', 'snatcher']",b'RachakondaCop',2020-10-04 06:53:59,police
263,"['realli', 'appreci', 'team', 'sir', 'good', 'job']",b'Balakri21532632',2020-10-04 06:48:14,police
264,"['sir', 'challan', 'gener']",b'CYBTRAFFIC',2020-10-04 06:42:33,police
265,"['team', 'along', 'bust', 'amp', 'two', 'person']",b'RachakondaCop',2020-10-04 06:39:29,police
266,"['nation', 'cyber', 'secur', 'awar', 'month', 'ncsam']",b'InfoSecAwa',2020-10-04 06:34:21,police
267,"['meansthi', 'one', 'gough', 'road', 'signal']",b'rpmusunuri',2020-10-04 06:31:48,police
268,"['see', 'tube']",b'OsmanEGhani3',2020-10-04 06:31:27,police
269,"['one', 'snatcher', 'help', 'public', '3', 'civilian', 'nab', 'chain', 'snatcher']",b'RachakondaCop',2020-10-04 06:26:28,police
270,"['sir', 'inform', 'alwal', 'traffic', 'inspector', 'look', 'vehicl', 'owner', 'take', 'necessari', 'action']",b'CYBTRAFFIC',2020-10-04 06:23:56,police
271,"['good', 'citizen']",b'medhaagashe',2020-10-04 06:22:02,police
272,"['one', 'snatcher', 'help', 'public', '3', 'civilian', 'nab', 'chain', 'snatcher']",b'RachakondaCop',2020-10-04 06:04:39,police
273,"['good', 'job']",b'SwetaKumariPat2',2020-10-04 06:03:31,police
274,"['sir', 'inform', 'verifi', 'e-challan', 'gener', 'thank', 'join', 'hand', 'cyberabad', 'traffic', 'polic', 'improv', 'road', 'safeti']",b'CYBTRAFFIC',2020-10-04 06:00:33,police
275,"['help', 'team', 'rachakonda', 'amp', 'cab', 'driver']",b'RachakondaCop',2020-10-04 05:53:18,police
276,"['hearti', 'congratul', 'sir']",b'munagala9',2020-10-04 05:41:37,police
277,"['still', 'get', 'respons', 'call', 'customb', 'care', 'lift', 'call', 'know', 'go', 'sir', 'pleas', 'suggest', 'challan', 'issuef', 'vechchil', 'dl', 'park', 'mode', 'pleas', 'help']",b'NawabKhan__',2020-10-04 05:36:26,police
278,"['think', 'fine', 'helmat', 'pillion', 'ride']",b'dathrikasai',2020-10-04 05:35:52,police
279,"['ride', 'cheaper', 'ola']",b'laafters',2020-10-04 05:35:33,police
280,"['kudo', '...', 'chang', 'candid', ""'s"", 'life']",b'rameshwarreddym',2020-10-04 05:34:50,police
281,"['nation', 'cyber', 'secur', 'awar', 'month', 'ncsam']",b'InfoSecAwa',2020-10-04 05:18:41,police
282,"[""'s"", 'good', 'catch', 'r', 'day-by-day', 'build', 'robust', 'law', 'order', 'system', 'use', 'technolog', 'kudo']",b'SuchitraVarkal',2020-10-04 05:16:25,police
283,"['wonder', 'act', 'much', 'need']",b'aryan66',2020-10-04 05:12:20,police
284,"['kind', 'traffic', 'polic', 'extend', 'help', 'hand', 'build', 'futur', 'students/candid', 'attend', 'entranc', 'exam', 'understand', 'delay', 'due', 'except', 'case', 'bcom', 'everyon', ""'s"", 'respons', 'time', 'especi', 'exam', 'kudo', 'htp']",b'SuchitraVarkal',2020-10-04 05:08:24,police
285,"['annoy', 'rider', ""n't"", 'carri', 'two', 'helmet', 'time', 'due', 'space', 'issu', 'regret', 'challan', 'gener']",b'tsdabhiram',2020-10-04 05:02:00,police
286,"['real', 'hero', '...', 'request', 'strict', 'action', 'gym', 'near', 'kondapur', 'hafizpet', 'violet', 'covid', '19', 'guidelin', 'mask', 'sanit', 'gym', 'equip', 'tag', 'previous', 'address', 'kindli', 'take', 'strict', 'action']",b'enig_prashant',2020-10-04 05:00:47,police
287,"['great', 'big', 'salut']",b'NairGeetha4',2020-10-04 04:59:03,police
288,"['great', 'job', 'sir', 'proud']",b'AmerRaz35137272',2020-10-04 04:58:32,police
289,"['sheer', 'mad']",b'TulikaSinghRoy1',2020-10-04 04:57:36,police
290,"['realli', '...', '..but', 'intens', 'drop', 'exam', 'centr', 'time..but', 'one', 'know', 'happen', 'anytim', 'pillon', 'helment', 'mandatori', 'thing', 'happen', 'rider', 'safe', 'pillon', 'get', 'danag', 'life', 'risk', '...', '.so', 'pillon', 'sholud', 'wear']",b'skashrafzakey',2020-10-04 04:57:03,police
291,"['thank', 'much', 'sir', 'pleas', 'keep', 'good', 'work']",b'I_mRealNasir',2020-10-04 04:51:02,police
292,"['done', 'favour', 'reward', 'pillion', 'rider', 'without', 'helmet', 'fine/-']",b'tsdabhiram',2020-10-04 04:47:24,police
293,"['abl', 'help', 'nampal', 'station', 'limit', '...', 'show', '...', '..do', 'someth', 'ground', 'reality..']",b'Smohamm55718675',2020-10-04 04:40:13,police
294,"['good', 'gestur']",b'itskrishnakanth',2020-10-04 04:35:47,police
295,"['well', 'done', 'offic']",b'arrahmaan',2020-10-04 04:35:38,police
296,"['found', 'suv', 'go', 'toward', 'uppal', 'lb', 'nagar']",b'SVSSUBRAHMANYA2',2020-10-04 04:23:33,police
297,"[""'s"", 'necessari', 'moment', 'corona']",b'nippani_murthy',2020-10-04 04:21:15,police
298,"['pay', 'fine', 'still', 'fine', 'lose', 'life']",b'GopiTelangana',2020-10-04 04:20:03,police
299,"['mayb', 'road', ""n't"", 'take', 'break', 'fatigu', 'catch', 'bodi', 'easili', 'lead', 'bad', 'uncomfort', 'scenario', ""n't"", 'take', 'exampl', 'face', 'valu', 'pleas', 'understand', 'differ', 'sport', 'life-and-death']",b'HimashantM',2020-10-04 04:05:08,police
300,"['great', 'job', 'sir']",b'mithra_yadav',2020-10-04 04:00:28,police
301,"['actual', 'purpos', 'lost', 'parti', '2b', 'blame', 'govt', 'close', 'weekend', 'promot', 'tourist', 'attract', 'n', 'hyderabadi', 'aawam', 'never', 'learn', 'respect', 'law']",b'jayanth28',2020-10-04 03:51:00,police
302,"['good', 'decis', 'sir', 'stop', 'accid']",b'GouseMohiddinM2',2020-10-04 03:40:35,police
303,"[""'re"", 'amazing..']",b'vgr9',2020-10-04 03:21:02,police
304,"['ye', 'also', 'qualiti', 'road', 'qualiti', 'lorri', 'drive', 'skill', 'qualiti', 'girl', 'drive', 'skill', 'qualiti', 'polic', 'dept']",b'SrinitheSrini',2020-10-04 03:12:17,police
305,"['sad..', 'qualiti', 'helmet', 'culprit']",b'amarperla',2020-10-04 03:09:08,police
306,"['excel', 'job', 'best', 'wish', 'team']",b'svrathnam666',2020-10-04 02:53:41,police
307,"['nation', 'cyber', 'secur', 'awar', 'month', 'ncsam']",b'InfoSecAwa',2020-10-04 02:51:37,police
308,"['ye', 'sir', 'whatsapp', 'peopl', 'share', 'kind', 'video', 'imag', 'without', 'think', 'second', 'thought', 'without', 'verifi', 'atleast', 'googl', 'search', 'final', 'becom', 'fool']",b'bikes_green',2020-10-04 02:51:25,police
309,"['tow', '2wheelr', 'visitor', 'wait', 'hour', 'get', 'vehicl', 'full', 'fine', 'walk', 'traffic', 'polic', 'station', 'posit', 'inconvieni', 'famili', 'visit']",b'SirajAhmed456',2020-10-04 02:44:12,police
310,"['impos', 'challan', 'solut', 'pleas', 'think', 'broader', 'way', 'educ', 'keep', 'sign', 'board', 'public', 'given', 'peopl', 'restrict']",b'pavanpanthangi',2020-10-04 02:40:47,police
311,"['ever', 'handl', 'twitter', 'account..', 'bro', 'awesom']",b'iamrocky1998',2020-10-04 02:40:47,police
312,"['one', 'snatcher', 'help', 'public', '3', 'civilian', 'nab', 'chain', 'snatcher']",b'RachakondaCop',2020-10-04 02:37:54,police
313,"['still', 'like', 'road', 'grt', 'say', 'abt', 'offic', '...', 'hyderabad', 'traffic', 'polic', 'failur', 'work', '.just', 'lower', 'tank', 'bund', 'everi', 'day', 'vechil', 'park', 'road', 'even', 'leav', 'foot', 'path', 'walk', '..water', 'servic', 'sation', 'road', '...', 'lower', 'tank', 'bund']",b'Prasath65203323',2020-10-04 02:28:31,police
314,"['hope', 'complet', 'tomorrow']",b'SrinivasBellam',2020-10-04 02:26:12,police
315,"['pleas', 'help']",b'SrinivasBellam',2020-10-04 02:15:33,police
316,"['good', 'job']",b'vinay_vangala',2020-10-04 02:12:38,police
317,"['alreadi', 'exist', 'one', 'app', 'hawckey']",b'Madhavnlg',2020-10-04 01:55:33,police
318,"['big', 'boss', 'take', 'selfi', 'share', 'social', 'media', 'na']",b'sravan_irukula',2020-10-04 01:44:13,police
319,"['audienc', 'also', 'watch', 'would', 'separ', 'way', 'park', 'light', 'n', 'sound', 'otherwis', 'near', 'duram', 'cheruvu', 'peopl', 'come', 'sightse', 'allow', 'common', 'peopl', 'bridg']",b'venkyperfect',2020-10-04 01:39:58,police
320,"['irrelev', 'msg', 'irrelev', 'messag', ""n't"", 'hold', 'vehicl', 'mention', 'reg', 'hold', 'mobil', 'past', '15', 'yera']",b'DoddipatlaKumar',2020-10-04 01:32:05,police
321,"['much', 'fine', 'sir']",b'Aravind19135239',2020-10-04 00:37:08,police
322,"['pleas', 'repli']",b'sai_koushika',2020-10-04 00:25:15,police
323,"['correct', 'big', 'boss', 'happi', 'creat', 'new', 'fine', 'peopl', 'blind', 'see', 'damag', 'road', 'open', 'manhol', 'wowww']",b'KrishnaVillian',2020-10-03 23:11:30,police
324,"['well', 'said', 'park', 'standard', 'driver', 'park']",b'MohdNaymatullah',2020-10-03 20:59:31,police
325,"['must', 'resolv', 'repair..']",b'MohdNaymatullah',2020-10-03 20:58:33,police
326,"['realli', 'need', 'hour', 'great', 'move', 'sir']",b'dilsey_masood',2020-10-03 20:09:15,police
327,"['gangster', 'naim', 'case', 'forum', 'good', 'govern', 'demand', 'cbi', 'inquiri', 'ntv', 'via']",b'RameshVaitla',2020-10-03 19:38:35,police
328,"['rajendranagar', 'polic', 'irrespons', 'eevn', 'make', 'represent', 'acp.ashok', 'charvathi', '...', 'sho..', 'suresh', '...', 'si', 'bhasker', '...', 'land', 'grabber', 'success', 'grab', 'land', '..p', 'amp', 'coloni', 'sunciti', '...', ""n't"", 'know', 'polic', 'work', 'appeas', 'certain', 'peopl']",b'LlbZain',2020-10-03 19:13:09,police
329,"['took', 'enough', 'break', 'begin', 'affect', 'actual']",b'PREMhonest3',2020-10-03 19:00:49,police
330,"['non', 'bailabl', 'think', 'lot', 'street', 'offens', 'great', 'catch']",b'vivekcochin',2020-10-03 18:49:59,police
331,"['lesson', 'learn', '2020']",b'Anudeepsudhati3',2020-10-03 18:41:54,police
332,"['dey', 'fine']",b'ashwin4asu',2020-10-03 18:31:25,police
333,"['book', 'crimin', 'case', 'vechil', 'safe', 'custodi', 'tamper', 'number', 'plate', 'offens', 'u/', '188', 'amp', '420', 'ipc', 'cc']",b'ActivistTeja',2020-10-03 18:28:33,police
334,"['spot', 'everi', 'corner', 'hyd']",b'Saran78428513',2020-10-03 18:14:38,police
335,"['dear', 'sir', 'face', 'mask', 'use', 'number', 'plate', 'pleas', 'take', 'necessari', 'action', 'thank']",b'thotanagaraj',2020-10-03 17:40:08,police
336,"['nice', 'adapt']",b'ivigneshwar',2020-10-03 17:38:51,police
337,"[""'ll"", 'care']",b'ivigneshwar',2020-10-03 17:38:19,police
338,"['kudo', 'malkajgiri', 'polic', 'team', 'apprehend', 'culprit', 'short', 'span', 'time']",b'RKNWA_MKJ',2020-10-03 17:34:53,police
339,"['there', 'shortag', 'thread', 'use', 'fit', 'mirror', 'suzuki', 'servic', 'centr', 'regularli', 'impos', 'fine', 'peopl', 'dont', 'mirror', 'vehicl', 'right', 'one', 'case', 'mirror', 'shortag']",b'badhdhakishti',2020-10-03 17:17:45,police
340,"['partial', 'correct', 'offic', 'wake', 'someth', 'happen', 'near', 'dear', 'accid', 'prove', 'construct', 'flyover', 'wrong', 'wrong', 'contractor', 'ghmc', 'offic', 'held', 'account', 'crimin', 'case']",b'SocialsPanda',2020-10-03 17:10:15,police
341,"['old', 'vehicl', 'breakdown', 'road', 'everyon', 'dump', 'vehicl', 'second', 'day', 'buy', 'becam', 'old', 'ask', 'cbt', 'want', 'know', 'handl', 'situat', 'stay', 'away', 'dont', 'answer']",b'badhdhakishti',2020-10-03 17:08:01,police
342,"['rider', 'wear', 'helmet', 'machiruvula', 'near', 'ms', 'royal', 'function', 'hall', 'date', '03-10-20', 'time', '5.14pm', 'ts09pa7311']",b'chillalesrikant',2020-10-03 17:05:48,police
343,"['ha', 'ha', 'ask', 'mr.', 'ok', 'anyway', 'repli', 'ask', 'polic', 'boss', 'repli', 'cool', 'one', 'more..', 'cycl', 'hero', 'cycl', 'dont', 'worri', 'go', 'musapet', 'bridg', 'ask', 'question']",b'Kumar9BS',2020-10-03 16:50:17,police
344,"['better', 'walk', 'road..', 'get', 'aa', 'default', 'old', 'vehicl', 'road', 'n', 'creat', 'problem', 'other', '...']",b'kranthi091984',2020-10-03 16:42:02,police
345,"['right', 'thought', 'offic']",b'EmmyShinchan',2020-10-03 16:41:07,police
346,"['park', 'place', 'empti', 'place', 'stop', 'vehicl', 'road..', 'u', 'licens', 'wonder', 'rta', 'approv', 'ur', 'licens', 'kumar']",b'kranthi091984',2020-10-03 16:40:21,police
347,"['dear', 'sir', 'dnt', 'implement', 'app', 'one', 'send', 'pix', 'trippl', 'ride', 'children', ""'s"", 'drive', 'wrong', 'rout', 'rash', 'park', 'public', 'pass', 'place', 'rt', 'stop', 'road', 'kind', 'thing', 'public', 'shre', 'googl', 'locat', 'time', 'impos', 'fine', 'easil']",b'SolarVenkatesh',2020-10-03 16:29:06,police
348,"['big', 'boss', 'watch', 'us', 'damag', 'road', 'hyderabad', 'citi', 'mani', 'meet', 'accid']",b'sTyLiShSuLtHaN',2020-10-03 16:23:23,police
349,"['much', 'hurri', 'leav', 'vehicl', 'pleas', 'allow', 'least', '15', 'day', 'hyderabad', 'peopl', 'enjoy', 'new', 'era', 'achievement..']",b'ParupalliSrihar',2020-10-03 16:20:23,police
350,"['sir', 'instead', 'give', 'instruct', 'vehicl', 'owner', 'directli', 'impos', 'challana', 'proper', 'way', 'kindli', 'ask', 'motorist', 'vehicl', 'owner', 'vacat', 'place', 'instead', 'take', 'photo', 'n', 'impos', 'challana', 'els', 'stop', 'place', 'site', 'see']",b'sandyluv20',2020-10-03 16:20:15,police
351,"['pothol', 'road', 'hurt']",b'SkrishnaTS',2020-10-03 16:05:00,police
352,"['today', 'saw', 'drive', 'wrong', 'direct', 'like', 'norm', 'polic', 'mute', 'spectat', 'blatant', 'violat', 'traffic', 'rule']",b'kirankumargoli',2020-10-03 15:57:03,police
353,"['super', 'sir', ""'s"", 'great', 'job']",b'VIJAYKU44915905',2020-10-03 15:56:23,police
354,"['thank', 'responc']",b'ShyamKunreddy',2020-10-03 15:52:26,police
355,"['spot', 'vehicl', 'report', 'violat', 'app', 'india', 'win', 'reward', 'return', 'follow', 'us', 'regular', 'updat']",b'TrafficSahayak',2020-10-03 15:49:47,police
356,"['spot', 'vehicl', 'report', 'violat', 'app', 'india', 'win', 'reward', 'return', 'follow', 'us', 'regular', 'updat']",b'TrafficSahayak',2020-10-03 15:48:59,police
357,"['spot', 'vehicl', 'report', 'violat', 'app', 'india', 'win', 'reward', 'return', 'follow', 'us', 'regular', 'updat']",b'TrafficSahayak',2020-10-03 15:48:49,police
358,"['spot', 'vehicl', 'report', 'violat', 'app', 'india', 'win', 'reward', 'return', 'follow', 'us', 'regular', 'updat']",b'TrafficSahayak',2020-10-03 15:48:34,police
359,"['spot', 'vehicl', 'report', 'violat', 'app', 'india', 'win', 'reward', 'return', 'follow', 'us', 'regular', 'updat']",b'TrafficSahayak',2020-10-03 15:48:18,police
360,"['spot', 'vehicl', 'report', 'violat', 'app', 'india', 'win', 'reward', 'return', 'follow', 'us', 'regular', 'updat']",b'TrafficSahayak',2020-10-03 15:46:59,police
361,"['deport', 'take', 'onlin', 'class', '...', '.how', 'deal', 'rape', 'case']",b'kranthisagar92',2020-10-03 15:43:07,police
362,"['pleas', 'coordin', 'remov', 'posit', 'medic', 'store', 'sign', 'pole', 'height', 'distanc', 'flash', 'light', 'look', 'like', 'green', 'signal', 'trimulgheri', 'circl']",b'SocialsPanda',2020-10-03 15:42:24,police
363,"['nation', 'cyber', 'secur', 'awar', 'month', 'ncsam']",b'InfoSecAwa',2020-10-03 15:41:14,police
364,"['thank', 'sir']",b'sreehar08719014',2020-10-03 15:39:35,police
365,"['good', 'decis', 'sir']",b'007nariKivaR',2020-10-03 15:33:15,police
366,"['traffic', 'offici', 'today', 'inspect', 'amp', 'made', 'traffic', 'park', 'arrang', 'centr', 'prestigi', 'upsc', 'civil', 'servic', 'prelim', 'exam', 'go', 'held', 'tomorrow', 'htp', 'wish', 'good', 'luck', 'candid', 'telangana..']",b'AddlCPTrHyd',2020-10-03 15:32:52,police
367,"['dear', 'look', 'abus', 'languag', 'mr']",b'ReddySRam',2020-10-03 15:31:45,police
368,"['great', 'work', 'sir']",b'Urs_Ramesh_Urs',2020-10-03 15:29:03,police
369,"['sir', 'pl', 'let', 'us', 'know', 'exact', 'area']",b'RachakondaCop',2020-10-03 15:28:30,police
370,"['request', 'look', 'issu', 'maiz', 'laid', 'road', 'result', 'seriou', 'accid', 'recent']",b'Cosmicquark2',2020-10-03 15:27:16,police
371,"['help', 'team', 'rachakonda', 'amp', 'cab', 'driver']",b'RachakondaCop',2020-10-03 15:24:34,police
372,"['mahesh', 'bhagwat', 'ips.', 'pay', 'mahatma', 'gandhi', 'rachakonda', 'cp', 'offic', 'neredmet']",b'RachakondaCop',2020-10-03 15:22:05,police
373,"['thank', 'alot', 'repli', 'sincer', 'salut', 'tri', 'post', 'twitter', 'languag', 'peopl', 'keep', 'note', 'actual', 'went', 'today', 'come', 'know', 'get', 'block', 'policeman', 'long', 'block', 'applic', 'weekend']",b'gunturi_sunil',2020-10-03 15:16:07,police
374,"['superb', '...']",b'SwetaKumariPat2',2020-10-03 15:11:43,police
375,"['sir', 'u', 'catchup', 'rapist']",b'Muffaqqum1',2020-10-03 15:07:30,police
376,"['super', 'brother']",b'jtsnayak2323',2020-10-03 14:51:14,police
377,"['anyon', 'stop', 'vehicl', 'carriag', 'way']",b'CYBTRAFFIC',2020-10-03 14:49:56,police
378,"['sir', 'issu', 'notif', 'traffic', 'movement', 'plan', 'visitor', 'dcb']",b'CYBTRAFFIC',2020-10-03 14:48:27,police
379,"['great', 'man', ""'s"", 'come', 'power', 'full', 'place']",b'GuguloothuY',2020-10-03 14:46:54,police
380,"['coronaviru', 'pandem', 'place', 'open', 'open', 'later', 'public', 'open', 'place', 'public', 'encourag', 'peopl', 'come', 'get', 'coronaviru']",b'dollycool1',2020-10-03 14:43:47,police
381,"['flexi', 'board', ""n't"", 'stop', 'bridg']",b'mmnaheem2015',2020-10-03 14:37:23,police
382,"['pl', 'seiz', 'vehicl', 'fine', 'use']",b'Jayanth75936945',2020-10-03 14:34:40,police
